Proposal,Decision,Ward,View
Cais ar gyfer darparu 3 pwll slyri o fewn adeiladau presennol neu sydd wedi eu caniatau yn barod /  Application for the formation of 3 slurry pits within existing buildings or buildings previously approved.,Approved with Conditions,Dolbenmaen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32007
"Cais llawn i godi adeilad pacio wyau. 

Full application to erect an egg packing building.",Approved with Conditions,Aberdaron,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32010
"Cais ar gyfer ymestyn iard wasanaeth yr archfarchnad presennol er mwyn creu ardal llwytho nwyddau siopau gartref newydd, codi ffensiau, canopi a rampiau cysylltiol, newid gosodiad y maes parcio, creu cyfleusterau siopa 'clicio a chasglu' a creu llwybr cerddwyr newydd/ Application to extend the supermarket's existing service yard to accomodate a new home shopping delivery area, erection of associated fencing, canopy and ramps,reconfiguration of existing car park, creation of 'click and collect' shopping facilities and creation of new pedestrian walkway.",,Menai (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31998
"Ail-leoli arwydd goleuedig
Relocation of existing illuminated sign",,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32004
Codi sied amaethyddol i storio peiriannau/ Erection of agricultural sied for the storage of machinery,Prior Approval Granted,Bontnewydd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32003
"Estyniad unllawr cefn
Single storey rear extension",Approved with Conditions,Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31999
"Trosi adeilad allanol presennol i ddarparu llety preswyl ychwanegol.

Conversion of existing outbuilding to provide additional residential accommodation.",Refused,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32000
"Cais i godi 2 dy deulawr ynghyd a chreu mynedfa gerbydol.
Application to erect 2 two storey dwellings and formation of vehicular access.",,Penrhyndeudraeth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32002
"Tystysgrif Cyfreithloni Defnydd ar gyfer safle / parc gwersylla
Certificate of Lawful Use for a camp site / park",,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31995
Cais diwygiedig ar gyfer codi ty annedd deulawr a mynedfa/Revised application for the construction of two storey dwelling and entrance.,,Penrhyndeudraeth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31997
Estyniad unllawr gan ffurfio ty gwydr at ochr uned gwyliau/Single story extension in the form of a Conservatroy to an existing Self-Catering Holiday Unit.,Approved with Conditions,Penygroes,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31996
"Codi rhan o do'r eiddo a chodi estyniad er mwyn gwneud ystafell yng ngofod y to, porth ac addasiadau
Rais part of roof of the property and erect extension to create room in roof space, porch and alterations",Refused,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32001
"Adeiladu estyniad deulawr, ymestyn 'lean to' cefn, ail fodelu ffenestri gromen, codi lefel teras, porth ochr newydd
Erection of two storey extension, enlargement of rear lean to, re-modelling of dormers, raising of terrace level, new side porch",Approved with Conditions,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31993
"Estyniad ac addasiadau
Extension and alterations",Approved with Conditions,Criccieth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31994
"Rhyddhau amod 3 (cytuno defnyddiau) ar ganiatad C18/0520/44/LL
Discharge condition 3 (agree materials) on permission C18/0520/44/LL",Condition(s) Fully Discharged,Porthmadog (East),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32350
Cais ar gyfer creu maes parcio gorlif ar gyfer ymwelwyr / Proposed formation of overflow visitor car park ,Approved with Conditions,Arllechwedd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31991
Cais ar gyfer codi estyniad un llawr i gefn yr eiddo / Application for the erection of a single storey extension to rear of dwelling,Approved with Conditions,Glyder (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31992
"Estyniad unllawr ochr a chefn
Single storey side and rear extension",Approved with Conditions,Pwllheli (North),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32043
Cais ar gyfer ymestyn cwrtil preswyl a chodi modurdy (Cynlluniau diwygiedig i'r hyn wrthodwyd o dan gais gyfeirnod C21/0238/26/LL) / Application for the extension of residential curtilage and erection of garage (Revised plans to those refused under application reference C21/0238/26/LL),Approved with Conditions,Waunfawr,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31988
Codi estyniad i gefn llawr cyntaf yr eiddo / Erection of extension to rear of the property's first floor,Refused,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31987
"Ymgorffori adeilad capel segur yn rhan o'r  tŷ cyswllt.

Inocorperartion of attached redundant chapel building into house",Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31990
Cais ar gyfer codi adeilad amaethyddol i orchuddio ardal llawio gwartheg presennol / Erection of agricultural building to cover exitsing cattle handling area,Approved with Conditions,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31986
"Mân ddiwygiad i drefniant mewnol y swyddfa ar y llawr cyntaf sy'n gofyn am oleuadau naturiol ychwanegol. Cynigir ffenestri ychwanegol o ganlyniad i hyn. Mae'r cysylltiad rhwng adeiladau presennol ac adeiladau arfaethedig hefyd wedi'i ddiwygio.
Minor amendment to internal arrangement of office on first floor which requires additional natural lighting. Additional windows are proposed as a result of this. The link between existing and proposed buildings has also been amended.",Refused,Peblig (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31984
"Gosod dau nen-oleuadau cefn 
Install two rear roof lights",Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31985
Cais ar gyfer dymchwel adeilad stwdio a chodi ty newydd yn ei le (cynllun diwygiedig i'r hyn a wrthodwyd o dan gyfeirnod C20/0545/18/LL) / Application to demolish existing studio and erection of a new dwelling in its place (revised plan to that refused under reference C20/0545/18/LL),,Penisarwaun,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31989
"Codi adeilad i gadw cyfarpar a phorthiant amaethyddol gan gynnwys dau stabl a storfa tac.

Erection of building to keep agricultural equipment and feed including two stables and a tack store.",,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31983
Cais i ddiwygio amod rhif 1 o ganiatâd cynllunio C16/0254/11/LL ar gyfer codi uned manwerthu (dosbarth defnydd A1) er mwyn ymestyn cyfnod y caniatâd i 5 mlynedd ychwanegol ar gyfer dechrau'r gwaith ar y safle / Application to amend condition 1 of planning permission reference C16/0254/11/LL for the erection of a retail unit (use class A1) so as to extend the period to commence work on site by an additional 5 years,,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31981
"Dymchwel siale presennol a chodi ty newydd deulawr yn ei le
Demolition of an existing chalet and erection of a new two storey dwelling in its place",,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31977
"Adeiladu adeilad amaethyddol ar gyfer cadw anifeiliaid dros y gaeaf.
Construction of agricultural bulding for housing livestock over winter.",Approved with Conditions,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31982
"Balconi ac addasiadau allanol.

Balcony and external alterations.",Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31979
"Codi estyniad ochr newydd i ddisodli estyniad presennol a gwaith cysylltiedig. 

Erection of new side extension to replace existing extension and associated works. ",Approved with Conditions,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31978
"Defnyddio tir fel safle carafannau teithiol a phebyll ar gyfer hyd at 40 uned rhwng 20 Mawrth a 31 Hydref (yn gynnwysiedig).
Use of land as a touring caravan and camping site for up to 40 units between 20 March and 31 October (inclusive).",,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31976
Codi ffens diogelwch 3m o uchder/Erection of a 3m high security fence.,Approved with Conditions,Deiniol (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31980
"Ymestyn ardal decing allanol ar flaen eiddo 3 - 13
Extension of external decking area to front of properties 3 - 13",Refused,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31973
Lleoli dau ddosbarth symudol ar iard gefn Ysgol Brynrefail er mwyn darparu 3 ystafell ddosbarth ychwanegol am gyfnod o 5 mlynedd/Sitting of two portable classrooms on the school yard at Ysgol Brynrefail for 5 years. ,Approved with Conditions,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31971
"Defnyddio carafan sefydlog fel llety gwyliau
Use of static caravan as holiday accommodation",,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31972
"Estyniad unllawr ochr a chefn arfaethedig.

Proposed single storey side and rear extension.",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31975
"Estyniad i sied amaethyddol
Extension to agricultural shed",Approved with Conditions,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31970
"Adeiladu toeau dros ierdydd amaethyddol presennol er mwyn lleihau dwr budr ar y fferm.

Construction of roofs over existing agricultural yards to reduce foul water on farm.",Approved with Conditions,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31974
"Modurdy ar wahân gyda llwyfan wedi ei godi uwch ei ben a chanllaw wydr o'i amgylch
Detached garage with raised platform above and glass balustrade surround ",Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31968
Codi tŷ deulawr 2 lofft/Erection of a two storey 2-bedroomed dwelling.,Approved with Conditions,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31969
Cais i ddymchwel modurdai presennol a chodi ty preswyl deulawr yn ei le / Application to demolish existing garages and erection of two storey residential dwelling in its place,Approved with Conditions,Penisarwaun,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31967
"Diwygio amod 2 o ganiatâd rhif C16/0007/13/LL er mwyn codi tŷ mwy. 
Amend condition 2 of planning permission ref. C16/0007/13/Ll so as to erect a larger dwelling.",Approved with Conditions,Gerlan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31966
"Diwygio amod rhif 2 o ganiatâd cynllunio C21/0330/10/AC er mwyn ymestyn oriau agor y ganolfan ymwelwyr i 09:00-18:00 ar y Sul ynghyd a diwygio amod 3 o'r un caniatâd parthed disodli'r gair person gyda ymwelwyr.  
Amend condition 2 of planning permission C21/0330/10/AC so as to extend the opening hours of the visitor centre to 09:00-18:00 on Sundays together with amending condition 3 of the said permission regarding replacing the word persons with visitors.",Approved (Without Conditions),Arllechwedd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31965
"Estyniad deulawr ochr
Two storey side extension",Approved with Conditions,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=32025
Dymchwel adeiladwaith yn y cefn a chodi estyniad unllawr/Demolition of outbuildings at rear and erect a single storey extension. ,Approved with Conditions,Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31964
Cais ar gyfer newid defnydd uned swyddfa (Dosbarth Defnydd B1) i ganolfan profi Coronafeirws (Dosbarth Defnydd D1) am gyfnod o 3 mlynedd / Application for the change of use of office unit from (Use Class B1) to Coronavirus testing centre (Use Class D1) for a period of 3 years.,,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31963
"Rhyddhau amod rhif 4 a 5 o ganiatâd cynllunio rhif C21/0205/23/LL (gwaith archaeolegol).
Discharge condition 4 and 5 of planning permission C21/0205/23/LL (archaeologcal work)",,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31961
"Torri coeden mewn Ardal Cadwraeth
Felling of tree in a Conservation Area",Approved (Without Conditions),Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31962
"Cais ar gyfer gwaith mewnol i ddarparu ystafelloedd ychwanegol i'r gwesty, gosod ports allanol a gwneud newidiadau allanol i newid ffenestr llawr gwaelod yn ddrws ac ail-leoli adeilad allanol / Application for internal alterations to the existing hotel to create additional rooms, the provision of an external porch, minor external alterations to change an existing ground floor window into a door together with the re-location of an existing outbuilding",Approved with Conditions,Porthmadog (East),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31960
Cais ar gyfer dymchwel modurdai presennol a chodi 2 dy par / Application for the demolition of existing garages and the erection of two semi-detached dwellings.,,Llanwnda,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31956
"Sied amaethyddol blaen agored ar gyfer gwartheg
Open fronted agricultural shed for cattle",,Aberdaron,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31957
"Cais llawn ar gyfer ymestyn yr ardal ar gyfer ail-leoli 30 o leiniau pebyll fel 30 o leiniau unedau teithiol (nid oes cynnydd mewn niferoedd), gosod cwt bugail ar gyfer darparu gwasanaethau ymolchi ynghyd a thirweddu / Full planning application for the extension of area for the re-location of 30 Tent Unit Pitches as Touring Unit Pitches (no increase in numbers), location of a Shepherd's Hut washing facility and landscaping .",Refused,Cwm y Glo,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31959
